	Name	main_news	tagged_news
441	GOOGL	"‘How Google Works,’ by Eric Schmidt and Jonathan Rosenberg: Two technology executives explain the business methods behind Google’s groundbreaking success."	"In Self-Driving Cars, a Potential Lifeline for the Disabled: The cars could prove to be a life-changing breakthrough for many people with disabilities, granting them a new measure of independence."
450	GOOGL	"Google Play Store Opens to Chinese Developers: Google said it would offer Chinese developers a way to sell mobile applications outside of mainland China by giving them access to its Play Store, which runs on Android phones and tablets."	
451	GOOGL	Google Experimenting With Removing Ads for a Fee: Google started experimenting with a new way to let users contribute to websites in exchange for fewer ads.	
453	GOOGL	The Thanksgiving Recipes Googled in Every State: Which foods are unusually popular in each state on Thanksgiving.	
454	GOOGL	"‘Right to Be Forgotten’ Should Apply Worldwide, E.U. Panel Says: New guidelines from privacy regulators would require Google, in certain cases, to take down links in search domains in Europe as well as outside the region."	"Letter From the Editor: The Search for Food: Web searching has become a tool of social science, a way to understand American life. You can also learn a few great recipes, as we did this week."
457	GOOGL	"How to Restore Old Versions of Word Documents: Most Windows and Mac editions of Microsoft Word have a setting that automatically backs up documents. Also, how to export your Gmail contacts."	
458	GOOGL	"French Official Campaigns to Make ‘Right to be Forgotten’ Global: Isabelle Falque-Pierrotin, who heads the French data protection authority and heads a European body composed of the region’s 28 national privacy regulators, said Google must do more than remove links from its European domains."	
459	GOOGL	"Sneaking a Peek at a Protected Gramercy Park View: Matt Chaban, the Appraisal columnist, explained how he stumbled upon a story while “strolling” through New York on Google Street View."	"OnDeck, an Alternative Lending Platform, Sets I.P.O. Range: OnDeck Capital, an online site for lending to small businesses, said it planned to price its stock sale at $16 to $18 a share, a move that would value the company at about $1.1 billion."
464	GOOGL	Google News to Shut Down in Spain: The decision is in response to a Spanish law that comes into force in January that would allow newspapers and other publishers to charge Google for content it uses.	
467	GOOGL	"How to Hide Past iTunes Purchases: There is a way to “hide” items from your list so they aren’t visible on a shared computer. Also, how to enlarge the New Message window in Gmail."	"Chinese Internet Companies Gain Ground in Global Advertising Competition: China, the No. 2 market for digital advertising, has become so important to marketers that Alibaba and Baidu, two Chinese companies that operate almost entirely within their home country, have become two of the largest ad sellers in the world."
468	GOOGL	Daily Report: Google’s Detractors Lobby State Attorneys General: Google’s critics are turning to state attorneys general to push the company to censor illegal content and sites from search results.	
470	GOOGL	"Statement of Attorney General Jim Hood Regarding Google Lawsuit: Mr. Hood, the attorney general of Mississippi, released this statement in response to a suit filed by Google that accuses him of violating federal law in his efforts to get the search giant to remove links to some content."	"Why the ‘Best Places to Work’ Often Aren’t: Few companies recognize that it’s not the number of hours their people work that determines the value they create, but rather the energy they bring to the hours they work, writes Tony Schwartz in the Life@Work column."
472	GOOGL	"America’s Christmas Gift Lists, as Seen by Google: Google, already the repository of our collective fears and hopes, also knows what we are shopping for. Of course it does."	
473	GOOGL	"Daily Report: Google Knows What You’re Getting for Christmas: Google, already the repository of our collective fears and hopes, can also predict what Americans are planning to put under the tree this year."	"Wearable Devices for Women: Still Pretty and Still Dumb: Wearables have a style problem, especially when it comes to women. But as tech companies and designers come together to make wearables for women, do they risk making gadgets that look good but do less?"
474	GOOGL	"Adding the Sun, Moon and Stars to Google Calendar: Include some interesting events — off-planet and closer — to your daily reminders."	
475	GOOGL	"Daily Report: Pinterest Opening Its Boards to Ads on Wide Scale for First Time: On New Year’s Day, the digital scrapbook Pinterest will start selling advertising, competing with Google, Twitter and Facebook for marketing revenue from the biggest consumer brands."	
477	GOOGL	"36 Hours in Vienna: Explore street view, find our points of interest and sign in to your Google account to save your map."	"Sony’s ‘The Interview’ Is Set for On-Demand and Wider Online Viewing: Sony’s new partners will expand digital availability of the film, which will also have a wider theatrical release starting Friday."
482	GOOGL	"Apple’s Cut From App Sales Reached $4.5 Billion in 2014: Google’s app store is the largest in the world, but still makes far less money than the Apple App Store."	
486	GOOGL	Updates for Google Translate (Just Hold Up Your Phone): Updates for the Google Translate app allow users to translate text simply by holding up their phone to a menu or street sign.	"Tracking Data Use to Avoid Hefty Phone Fees: A number of apps can help monitor and manage data consumption on phones, to keep you within your plan’s limits and avert unpleasant surprises on your bill."
487	GOOGL	"In Detroit, Google Makes a Case for Driverless Cars: Google hopes to have fully autonomous vehicles on the road by 2020, taking the driver out of the equation and handing the virtual wheel to software."	
488	GOOGL	"Google Glass Is Finally Getting a Makeover: As the company reimagines the device, here’s hoping it draws in some fashion experts for advice on what people want to wear."	
